Water_Body_Type,State_Name,Year,Temperature,DO,pH,Conductivity,BOD,Nitrate_Nitrite,Fecal_Coliform,Total_Coliform,Conductivity_log,BOD_log,Nitrate_Nitrite_log,Total_Coliform_log,Fecal_Coliform_log,DO_sqrt
LAKE,KARNATAKA,2020,27.5,5.25,6.65,837.5,8.0,6.42,70230.0,462700.0,6.731614581263264,2.1972245773362196,2.004179057179289,13.044836336120333,11.159545087980925,2.29128784747792
LAKE,KARNATAKA,2020,26.5,4.45,6.85,440.0,8.5,3.145,700750.0,4608000.0,6.089044875446846,2.2512917986064953,1.4219027885872582,15.34330469837173,13.45990789606847,2.1095023109728985
LAKE,KARNATAKA,2020,28.0,4.05,8.100000000000001,931.0,23.0,4.11,600315.0,4602700.0,6.837332814685591,3.1780538303479458,1.631199404215613,15.342153863053216,13.305211462224737,2.0124611797498106
LAKE,KARNATAKA,2020,27.5,4.55,7.3,725.0,10.0,2.115,470850.0,2708000.0,6.587550014824796,2.3978952727983707,1.1362291522394166,14.811721282290453,13.06229697475458,2.1330729007701543
LAKE,KARNATAKA,2020,25.0,5.3,6.9,1264.0,7.0,2.4,4600.0,35000.0,7.142827401161621,2.0794415416798357,1.2237754316221157,10.463131911491967,8.434028950155469,2.3021728866442674
LAKE,KARNATAKA,2020,25.0,6.3,6.6,182.0,4.0,0.46,4100.0,24000.0,5.209486152841421,1.6094379124341003,0.3784364357202451,10.085850775128717,8.31898612539206,2.5099800796022267
LAKE,KARNATAKA,2020,25.5,6.2,7.8,804.5,5.5,3.3,6470.0,48700.0,6.691463202617029,1.8718021769015913,1.4586150226995167,10.793454842740767,8.775085935057266,2.4899799195977463
LAKE,KARNATAKA,2020,25.0,5.75,7.2,873.5,5.0,1.975,600195.0,4602700.0,6.773652294458657,1.791759469228055,1.0902440389975931,15.342153863053216,13.305011547521012,2.3979157616563596
LAKE,KARNATAKA,2020,29.0,3.25,6.65,1177.0,21.0,5.43,20042.0,175460.0,7.071573364211532,3.091042453358316,1.860974538249528,12.07517207497082,9.905635244593586,1.8027756377319946
LAKE,KARNATAKA,2020,27.0,7.5,8.45,793.0,5.5,2.285,710.0,1250.0,6.677083461247136,1.8718021769015913,1.189366651936574,7.1316985104669115,6.566672429803241,2.7386127875258306
LAKE,KARNATAKA,2020,24.0,7.6,8.25,386.0,2.85,2.1399999999999997,635.0,1250.0,5.958424693029782,1.3480731482996928,1.144222799920162,7.1316985104669115,6.455198563340122,2.756809750418044
LAKE,KARNATAKA,2020,25.0,6.8,7.8500000000000005,657.5,3.8,0.84,64.5,454.0,6.489964521183336,1.5686159179138452,0.6097655716208943,6.12029741895095,4.182050142641207,2.6076809620810595
LAKE,KARNATAKA,2020,30.0,3.5500000000000003,6.6,1565.0,72.5,8.435,601650.0,4612000.0,7.356279876550748,4.297285406218791,2.2444261788205138,15.344172377196735,13.30743282196083,1.8841443681416772
LAKE,KARNATAKA,2020,28.5,3.3,6.95,1186.5,19.65,6.2,42850.0,804600.0,7.079605535908796,3.027715319407042,1.9740810260220096,13.598101781350644,10.665484260976488,1.816590212458495
LAKE,KARNATAKA,2020,30.0,3.25,7.35,939.0,17.0,7.86,230470.0,2702700.0,6.84587987526405,2.8903717578961645,2.1815467646169897,14.809762201307942,12.34788032005464,1.8027756377319946
LAKE,KARNATAKA,2020,30.5,3.6,7.1,1741.0,20.5,7.15,75245.0,802700.0,7.462789157412448,3.068052935133617,2.0980179272527715,13.595737569914332,11.228518025052106,1.8973665961010275
LAKE,KARNATAKA,2020,27.0,5.25,7.3999999999999995,624.5,6.0,7.17,17550.0,124600.0,6.438551329906966,1.9459101490553132,2.1004689088719113,11.732871910985468,9.77286620732769,2.29128784747792
LAKE,KARNATAKA,2020,27.5,5.25,7.699999999999999,1084.0,19.0,10.215,850350.0,4602700.0,6.98933526597456,2.995732273553991,2.4172521679721717,15.342153863053216,13.653404484406227,2.29128784747792
LAKE,KARNATAKA,2020,28.5,3.1500000000000004,6.75,989.0,8.0,7.4,31850.0,272700.0,6.897704943128636,2.1972245773362196,2.128231705849268,12.516131235860326,10.368824057681683,1.7748239349298849
LAKE,KARNATAKA,2020,28.0,5.300000000000001,7.05,606.0,9.0,3.04,85240.0,801750.0,6.408528791059498,2.302585092994046,1.3962446919730587,13.594553364826217,11.353237817725157,2.302172886644268
LAKE,KARNATAKA,2020,28.0,3.9000000000000004,8.149999999999999,1048.5,17.0,3.385,26150.0,297000.0,6.956069139260688,2.8903717578961645,1.4781896258241463,12.601490784782536,10.171642709679686,1.97484176581315
LAKE,KARNATAKA,2020,26.5,4.8,6.949999999999999,991.0,7.0,1.7149999999999999,31740.0,271200.0,6.899723107284872,2.0794415416798357,0.9987919533858987,12.510615522357213,10.365364499570234,2.1908902300206643
LAKE,KARNATAKA,2020,26.5,4.6,7.3999999999999995,960.5,10.0,1.99,247300.0,1217000.0,6.8684945650288345,2.3978952727983707,1.095273387402595,14.011900193662013,12.418361497172986,2.1447610589527217
LAKE,KARNATAKA,2020,25.0,5.550000000000001,7.449999999999999,1143.5,6.5,1.6649999999999998,8740.0,81750.0,7.0427231393926215,2.0149030205422647,0.9802040576178077,11.311433321100587,9.075779878580487,2.3558437978779496
LAKE,KARNATAKA,2020,26.0,5.699999999999999,6.6,607.5,9.0,3.955,77050.0,827000.0,6.410996912427582,2.302585092994046,1.6003971677819513,13.62556118319494,11.252222819249376,2.3874672772626644
LAKE,KARNATAKA,2020,25.5,4.05,7.55,677.5,9.5,5.24,10850.0,82700.0,6.519884479274924,2.3513752571634776,1.8309801823813363,11.322986972837104,9.292012520620208,2.0124611797498106
LAKE,KARNATAKA,2020,25.5,1.65,6.65,970.5,67.3,7.105,475500.0,2746000.0,6.878841268817495,4.223909766576744,2.0924811551876394,14.825656229476047,13.072124264014793,1.284523257866513
LAKE,KARNATAKA,2020,25.5,2.85,8.1,1019.0,21.75,6.25,49050.0,477500.0,6.927557906278317,3.1245651453969594,1.9810014688665833,13.076321533141567,10.800615852145526,1.6881943016134133
LAKE,KARNATAKA,2020,27.0,6.9,7.3,954.0,8.6,1.7149999999999999,31730.0,271750.0,6.86171134048073,2.2617630984737906,0.9987919533858987,12.51264148482949,10.365049399996163,2.6267851073127395
LAKE,KARNATAKA,2020,29.0,2.2,7.25,1245.0,13.5,9.0,58000.0,540000.0,7.1276936993473985,2.6741486494265287,2.302585092994046,13.199326270390594,10.968215530759236,1.4832396974191326
LAKE,KARNATAKA,2020,26.5,3.4,7.15,930.0,8.0,5.35,167050.0,1762000.0,6.836259277277067,2.1972245773362196,1.8484548129046001,14.38196065301499,12.026054433998652,1.8439088914585775
LAKE,KARNATAKA,2020,26.5,2.55,7.1,1687.5,23.0,8.095,76650.0,817500.0,7.431595839825622,3.1780538303479458,2.2077248119700856,13.614007404994387,11.247017930529275,1.5968719422671311
LAKE,KARNATAKA,2020,26.0,4.8,7.55,1400.0,6.5,24.805,5730.0,47750.0,7.244941546337007,2.0149030205422647,3.2505682716006903,10.773755288097965,8.653645314551737,2.1908902300206643
LAKE,KARNATAKA,2020,28.5,5.85,6.949999999999999,569.5,3.5,2.385,22100.0,274600.0,6.34651316930213,1.5040773967762742,1.2193539063642382,12.523074413969974,10.003378135350923,2.4186773244895647
LAKE,KARNATAKA,2020,26.0,4.55,7.1,1014.0,9.5,2.5949999999999998,350270.0,2704600.0,6.922643891475888,2.3513752571634776,1.27954399117301,14.81046495476177,12.766462419575342,2.1330729007701543
LAKE,KARNATAKA,2020,28.0,5.95,7.35,420.5,4.0,2.805,35600.0,179600.0,6.04381977744191,1.6094379124341003,1.3363159913136493,12.098493002763465,10.480129006333248,2.4392621835300936
LAKE,KARNATAKA,2020,30.0,3.8,6.7,1807.5,29.5,4.609999999999999,47315.0,272700.0,7.500253051392153,3.417726683613366,1.7245507195346048,12.516131235860326,10.764603783665628,1.9493588689617927
LAKE,KARNATAKA,2020,29.5,3.55,7.2,1190.0,20.5,10.695,600550.0,4608000.0,7.0825485693553,3.068052935133617,2.4591614000361424,15.34330469837173,13.305602846121538,1.8841443681416772
LAKE,KARNATAKA,2020,28.0,3.55,7.3,933.0,61.8,4.16,550395.0,4602700.0,6.839476438228843,4.139955073474153,1.6409365794934714,15.342153863053216,13.218393298133002,1.8841443681416772
LAKE,KARNATAKA,2020,26.5,5.65,7.35,927.0,8.5,2.185,24230.0,176750.0,6.833031732786201,2.2512917986064953,1.1584522890241267,12.082497241451442,10.095388084110406,2.3769728648009427
LAKE,KARNATAKA,2020,27.0,5.15,7.35,720.5,10.7,6.9399999999999995,55850.0,804600.0,6.581332378213926,2.4595888418037104,2.0719132752590443,13.598101781350644,10.930442709440007,2.2693611435820435
LAKE,KARNATAKA,2020,26.5,7.3,7.15,666.0,17.1,1.8849999999999998,11895.0,179600.0,6.502790045915623,2.89591193827178,1.0595248999600628,12.098493002763465,9.383957488139991,2.701851217221259
LAKE,KARNATAKA,2020,28.0,4.85,7.449999999999999,1032.5,10.0,6.0,4300.0,48700.0,6.940706379121823,2.3978952727983707,1.9459101490553132,10.793454842740767,8.366602832783736,2.202271554554524
LAKE,KARNATAKA,2020,26.5,3.65,7.15,930.5,7.0,6.835,7600.0,50600.0,6.836796190041643,2.0794415416798357,2.058600875807984,10.831726617926124,8.936035096566041,1.91049731745428
LAKE,KARNATAKA,2020,26.5,5.05,7.4,863.0,6.0,1.8900000000000001,70470.0,802700.0,6.761572768804055,1.9459101490553132,1.0612565021243408,13.595737569914332,11.162956556656031,2.247220505424423
TANK,KARNATAKA,2020,24.0,7.0,7.8999999999999995,339.0,4.5,0.2,725.0,2550.0,5.8289456176102075,1.7047480922384253,0.18232155679395465,7.844240718141811,6.587550014824796,2.6457513110645907
TANK,KARNATAKA,2020,27.0,6.199999999999999,8.75,1976.0,27.5,0.675,17150.0,57000.0,7.589335823170617,3.349904087274605,0.5158131652770298,10.950824090522445,9.749811759932081,2.4899799195977463
TANK,KARNATAKA,2020,24.0,7.0,8.3,399.5,5.0,0.2,840.0,2800.0,5.992713766508414,1.791759469228055,0.18232155679395465,7.937731775260109,6.734591659972948,2.6457513110645907
TANK,KARNATAKA,2020,29.5,6.449999999999999,7.0,147.0,2.5,1.2850000000000001,801.0,803.5,4.997212273764115,1.252762968495368,0.8263660243461681,6.690220966432438,6.687108607866515,2.539685019840059
TANK,KARNATAKA,2020,23.5,5.6,7.800000000000001,710.0,5.1,3.25,1040.0,5300.0,6.566672429803241,1.8082887711792655,1.4469189829363254,8.575650760987806,6.947937068614969,2.3664319132398464
TANK,KARNATAKA,2020,26.5,5.7,7.05,1074.0,6.0,2.315,470470.0,4602700.0,6.980075940561763,1.9459101490553132,1.1984576236378257,15.342153863053216,13.061489599551106,2.3874672772626644
TANK,KARNATAKA,2020,27.0,6.1,7.55,495.5,6.5,1.715,7115.0,81750.0,6.2075834834852275,2.0149030205422647,0.9987919533858988,11.311433321100587,8.870101048785726,2.4698178070456938
TANK,KARNATAKA,2020,26.0,5.6,7.55,463.5,5.5,2.385,35115.0,271750.0,6.140961558253893,1.8718021769015913,1.2193539063642382,12.51264148482949,10.4664121460461,2.3664319132398464
TANK,KARNATAKA,2020,26.5,3.4,7.15,947.5,22.5,2.29,107300.0,827000.0,6.854881789375069,3.1570004211501135,1.1908875647772805,13.62556118319494,11.583393248239855,1.8439088914585775
TANK,KARNATAKA,2020,25.0,5.4,6.6,301.0,4.5,1.6500000000000001,75350.0,802700.0,5.71042701737487,1.7047480922384253,0.9745596399981309,13.595737569914332,11.22991247536671,2.32379000772445
TANK,KARNATAKA,2020,29.0,3.8000000000000003,7.0,964.0,16.5,2.66,85395.0,804600.0,6.872128101338986,2.8622008809294686,1.297463147413275,13.598101781350644,11.355054540272215,1.949358868961793
TANK,KARNATAKA,2020,29.5,7.25,7.699999999999999,676.0,16.5,2.925,600350.0,4602700.0,6.517671272912275,2.8622008809294686,1.3673663512343717,15.342153863053216,13.305269763152488,2.692582403567252
TANK,KARNATAKA,2020,29.0,4.6,7.35,1059.5,12.0,3.45,24039.5,179600.0,6.966495774004737,2.5649493574615367,1.4929040961781488,12.098493002763465,10.087495187101739,2.1447610589527217
TANK,KARNATAKA,2020,26.0,4.45,7.35,2447.0,26.0,9.21,750550.0,8004600.0,7.803026643632217,3.295836866004329,2.3233676321765744,15.895527059323111,13.528562882443707,2.1095023109728985
TANK,KARNATAKA,2020,29.0,3.5,7.05,1034.0,27.0,6.93,240420.0,2704600.0,6.942156705699469,3.332204510175204,2.0706530356467567,14.81046495476177,12.390146832237333,1.8708286933869707
TANK,KARNATAKA,2020,25.0,4.949999999999999,6.6,752.5,6.5,2.355,11650.0,73000.0,6.62472901806655,2.0149030205422647,1.210451770423645,11.19822841866684,9.36314729221994,2.2248595461286986
TANK,KARNATAKA,2020,26.5,3.15,7.0,1312.5,27.5,15.2,47395.0,468000.0,7.180450609125595,3.349904087274605,2.785011242238338,13.056225711649638,10.76629311593663,1.7748239349298849
TANK,KARNATAKA,2020,28.5,7.05,7.0,798.5,8.0,6.865,24350.0,177700.0,6.683986532274009,2.1972245773362196,2.0624225365102413,12.087857641588924,10.100328195429285,2.6551836094703507
TANK,KARNATAKA,2020,26.5,4.55,7.1,1249.0,22.0,4.115,702300.0,4617500.0,7.1308988302963465,3.1354942159291497,1.6321773994035897,15.345364207622914,13.46211736603902,2.1330729007701543
TANK,KARNATAKA,2020,26.5,4.1,7.2,1102.0,16.0,4.665,60200.0,461750.0,7.005789019253503,2.833213344056216,1.7343068944799696,13.042781063733207,11.005444242454628,2.0248456731316584
TANK,KARNATAKA,2020,27.5,5.75,7.4,1560.5,12.0,4.28,70230.0,461750.0,7.353402176723133,2.5649493574615367,1.6639260977181702,13.042781063733207,11.159545087980925,2.3979157616563596
TANK,KARNATAKA,2020,28.0,4.15,7.8,935.5,18.5,4.0600000000000005,56650.0,817500.0,6.842149521884143,2.970414465569701,1.6213664832993744,13.614007404994387,10.944664918551014,2.0371548787463363
TANK,KARNATAKA,2020,25.0,3.3,7.05,1571.0,40.5,3.3200000000000003,470315.0,2702700.0,7.360103972989152,3.7256934272366524,1.463255402256019,14.809762201307942,13.061160088192207,1.816590212458495
TANK,KARNATAKA,2020,29.5,5.4,7.15,1386.5,16.0,4.56,29290.0,464600.0,7.2352588456205895,2.833213344056216,1.715598108262491,13.048934251705282,10.285035580584145,2.32379000772445
TANK,KARNATAKA,2020,29.5,5.15,7.1,1098.5,5.8,1.395,65230.0,462700.0,7.002610809994816,1.916922612182061,0.8733832308628786,13.044836336120333,11.085690095042095,2.2693611435820435
TANK,KARNATAKA,2020,26.5,3.3,7.25,973.0,9.5,6.85,9650.0,97500.0,6.881411303642535,2.3513752571634776,2.060513531794317,11.487617913343598,9.174816815907135,1.816590212458495
TANK,KARNATAKA,2020,25.5,3.7,7.05,1090.0,16.0,2.8600000000000003,70700.0,804600.0,6.994849985833071,2.833213344056216,1.3506671834767396,13.598101781350644,11.166214996056205,1.9235384061671346
TANK,KARNATAKA,2020,27.5,5.5,7.25,312.5,5.5,1.56,5740.0,47750.0,5.7477993600729755,1.8718021769015913,0.9400072584914712,10.773755288097965,8.655388690167637,2.345207879911715
TANK,KARNATAKA,2020,27.0,4.8,7.05,1068.0,8.1,3.73,49300.0,477500.0,6.974478911025045,2.2082744135228043,1.5539252025038417,13.076321533141567,10.805699643800724,2.1908902300206643
TANK,KARNATAKA,2020,30.0,4.15,7.85,423.0,32.0,3.14,471150.0,2717500.0,6.049733455231958,3.4965075614664802,1.420695787837223,14.815223265962715,13.062933916098956,2.0371548787463363
TANK,KARNATAKA,2020,29.5,4.0,7.3,696.0,43.5,3.095,230470.0,1754600.0,6.546785410760524,3.7954891891721947,1.409766717305033,14.377752038606726,12.34788032005464,2.0
TANK,KARNATAKA,2020,26.0,6.05,7.25,885.5,10.5,3.45,85230.0,802700.0,6.787281125514262,2.4423470353692043,1.4929040961781488,13.595737569914332,11.353120496405392,2.4596747752497685
TANK,KARNATAKA,2020,25.5,4.550000000000001,7.3999999999999995,583.5,9.5,1.75,23600.0,274600.0,6.3707567809121235,2.3513752571634776,1.0116009116784799,12.523074413969974,10.069044362997353,2.1330729007701543
TANK,KARNATAKA,2020,28.5,5.4,7.3,274.0,7.0,2.145,5730.0,48700.0,5.616771097666572,2.0794415416798357,1.1458138901524038,10.793454842740767,8.653645314551737,2.32379000772445
TANK,KARNATAKA,2020,26.0,3.5,7.2,981.0,8.0,4.745,470230.0,2702700.0,6.889591308354466,2.1972245773362196,1.7483299113007191,14.809762201307942,13.060979342306608,1.8708286933869707
TANK,KARNATAKA,2020,25.5,3.7,7.35,1322.5,12.55,10.75,35230.0,176750.0,7.188035021667156,2.60638654732571,2.463853240590168,12.082497241451442,10.469681655831673,1.9235384061671346
TANK,KARNATAKA,2020,27.5,6.05,7.199999999999999,346.0,5.0,2.3600000000000003,7531.5,80270.0,5.849324779946859,1.791759469228055,1.211940973975113,11.293163689002427,8.926982271004457,2.4596747752497685
TANK,KARNATAKA,2020,27.0,4.6,7.7,510.0,3.0,0.2,680.0,3900.0,6.236369590203704,1.3862943611198906,0.18232155679395465,8.268988209506656,6.523562306149512,2.1447610589527217
TANK,KARNATAKA,2020,26.0,4.4,8.1,2335.0,6.0,1.0,805.0,6100.0,7.756195343948118,1.9459101490553132,0.6931471805599453,8.716207971151853,6.692083742506628,2.0976176963403033
TANK,KARNATAKA,2020,26.0,3.9499999999999997,7.55,885.0,4.8,0.405,2160.0,12000.0,6.786716950605081,1.7578579175523736,0.3400373027857091,9.392745258631441,7.6783263565068856,1.987460691435179
TANK,KARNATAKA,2020,26.0,5.7,7.7,480.0,2.4,0.17,560.0,3650.0,6.175867270105761,1.2237754316221157,0.15700374880966478,8.202756381655638,6.329720905522696,2.3874672772626644
TANK,KARNATAKA,2020,26.0,5.75,8.1,970.0,4.0,0.86,550.0,3200.0,6.878326468291325,1.6094379124341003,0.6205764877251099,8.071218539969863,6.311734809152915,2.3979157616563596
TANK,KARNATAKA,2020,25.5,6.1,7.85,420.0,2.2,0.195,215.0,1650.0,6.042632833682381,1.1631508098056809,0.178146185383474,7.409136443920128,5.375278407684165,2.4698178070456938
TANK,KARNATAKA,2020,25.0,5.8,7.9,535.0,2.5,0.22,370.0,2850.0,6.284134161070802,1.252762968495368,0.1988508587451652,7.955425088912672,5.916202062607435,2.4083189157584592
TANK,KARNATAKA,2020,26.0,5.7,7.85,435.0,2.6,0.225,500.0,3100.0,6.077642243349034,1.2809338454620642,0.20294084399669032,8.03947991910045,6.2166061010848646,2.3874672772626644
TANK,KARNATAKA,2020,25.5,5.699999999999999,7.949999999999999,545.0,2.6,0.235,550.0,2800.0,6.302618975744905,1.2809338454620642,0.2110709700799405,7.937731775260109,6.311734809152915,2.3874672772626644
TANK,KARNATAKA,2020,26.0,6.15,7.949999999999999,445.0,2.5,0.15000000000000002,265.0,1860.0,6.100318952020064,1.252762968495368,0.1397619423751587,7.528869256642251,5.583496308781699,2.479919353527449
TANK,KARNATAKA,2020,26.0,5.5,7.949999999999999,800.0,2.9,0.65,480.0,3550.0,6.68586094706836,1.3609765531356006,0.5007752879124893,8.174984532943087,6.175867270105761,2.345207879911715
TANK,KARNATAKA,2020,25.5,5.7,7.75,600.0,2.5,0.195,350.0,2600.0,6.398594934535208,1.252762968495368,0.178146185383474,7.8636512654486515,5.860786223465865,2.3874672772626644
TANK,KARNATAKA,2020,25.5,5.550000000000001,7.75,480.0,2.5,0.15000000000000002,330.0,2800.0,6.175867270105761,1.252762968495368,0.1397619423751587,7.937731775260109,5.802118375377063,2.3558437978779496
TANK,KARNATAKA,2020,25.5,5.6,7.65,400.0,2.4,0.19,405.0,2250.0,5.993961427306569,1.2237754316221157,0.17395330712343804,7.719129840906732,6.0063531596017325,2.3664319132398464
TANK,KARNATAKA,2020,26.0,6.15,7.6,420.0,2.5,0.20500000000000002,305.0,2050.0,6.042632833682381,1.252762968495368,0.18647956694261833,7.62608275807238,5.723585101952381,2.479919353527449
TANK,KARNATAKA,2020,26.5,5.3,7.7,440.0,2.5,0.20500000000000002,215.0,1250.0,6.089044875446846,1.252762968495368,0.18647956694261833,7.1316985104669115,5.375278407684165,2.3021728866442674
TANK,KARNATAKA,2020,26.0,3.8,7.85,1550.0,5.0,1.2000000000000002,775.0,5000.0,7.346655163176539,1.791759469228055,0.7884573603642703,8.517393171418904,6.654152520183219,1.9493588689617927
TANK,KARNATAKA,2020,26.0,5.9,7.8,370.0,2.3,0.15000000000000002,260.0,1650.0,5.916202062607435,1.1939224684724346,0.1397619423751587,7.409136443920128,5.564520407322694,2.4289915602982237
TANK,KARNATAKA,2020,26.0,6.15,7.75,350.0,2.4,0.21000000000000002,180.0,1310.0,5.860786223465865,1.2237754316221157,0.19062035960864976,7.1785454837637,5.198497031265826,2.479919353527449
TANK,KARNATAKA,2020,25.0,5.75,7.8999999999999995,320.0,2.3,0.14,190.0,1320.0,5.771441123130016,1.1939224684724346,0.13102826240640408,7.186144304522325,5.25227342804663,2.3979157616563596
TANK,KARNATAKA,2020,28.5,7.1,8.2,1617.0,10.25,0.48,1450.0,6000.0,7.388946097618437,2.4203681286504293,0.3920420877760237,8.699681400989514,7.280008252884188,2.6645825188948455
TANK,KARNATAKA,2020,25.5,3.5,7.4,526.0,10.25,2.435,1350.0,2400.0,6.267200548541362,2.4203681286504293,1.2340169256743128,7.783640596221253,7.208600337960199,1.8708286933869707
TANK,KARNATAKA,2020,24.5,6.8,8.75,2530.0,3.35,2.885,910.0,1600.0,7.836369760545124,1.4701758451005926,1.3571229838196106,7.3783837129967145,6.814542897259958,2.6076809620810595
TANK,KARNATAKA,2020,24.5,5.45,7.2,1201.5,6.45,1.435,128.5,488.0,7.092158001979916,2.0082140323914683,0.8899467565345531,6.192362489474872,4.863680881139593,2.3345235059857505
TANK,KARNATAKA,2020,24.0,7.5,7.8500000000000005,405.0,3.5,0.535,92.5,471.5,6.0063531596017325,1.5040773967762742,0.4285303810391605,6.158037746933798,4.537961436294641,2.7386127875258306
TANK,KARNATAKA,2020,25.0,7.5,7.95,602.0,2.9000000000000004,0.5449999999999999,20.5,93.0,6.401917196727186,1.3609765531356008,0.4350239103497087,4.543294782270004,3.068052935133617,2.7386127875258306
TANK,KARNATAKA,2020,25.0,7.0,7.75,711.5,3.7,0.57,50.5,170.5,6.568779912142806,1.547562508716013,0.4510756193602166,5.144583266605995,3.9415818076696905,2.6457513110645907
TANK,KARNATAKA,2020,24.0,7.1,7.75,860.0,3.45,0.61,26.5,635.0,6.7580945044277305,1.4929040961781488,0.4762341789963716,6.455198563340122,3.3141860046725258,2.6645825188948455
TANK,KARNATAKA,2020,24.0,6.75,7.699999999999999,931.0,3.8,0.71,30.0,90.5,6.837332814685591,1.5686159179138452,0.5364933705145685,4.516338972281476,3.4339872044851463,2.598076211353316
TANK,KARNATAKA,2020,25.0,7.199999999999999,7.8500000000000005,892.0,3.9,0.915,133.0,567.5,6.794586580876499,1.589235205116581,0.6497176226326093,6.343001313190591,4.897839799950911,2.6832815729997477
TANK,KARNATAKA,2020,27.5,7.15,7.6,190.0,2.15,0.65,370.0,850.0,5.25227342804663,1.1474024528375417,0.5007752879124893,6.7464121285733745,5.916202062607435,2.6739483914241875
TANK,KARNATAKA,2020,27.0,5.65,7.699999999999999,209.0,3.5,3.1,7800.0,80450.0,5.3471075307174685,1.5040773967762742,1.410986973710262,11.295403582424072,8.962007209588313,2.3769728648009427
TANK,KARNATAKA,2020,28.0,6.1,7.6000000000000005,695.0,9.7,11.75,8000.0,14500.0,6.54534966033442,2.3702437414678603,2.545531271604435,9.581972891547895,8.987321812850125,2.4698178070456938
TANK,KARNATAKA,2020,29.5,7.3,7.6499999999999995,221.0,2.7,0.6,700.0,1800.0,5.402677381872279,1.308332819650179,0.4700036292457356,7.496097345175956,6.55250788703459,2.701851217221259
TANK,KARNATAKA,2020,28.5,6.0,7.65,429.0,3.4,0.5,1150.0,2500.0,6.063785208687608,1.4816045409242156,0.4054651081081644,7.824445930877619,7.048386408721883,2.449489742783178
TANK,KARNATAKA,2020,27.0,4.550000000000001,8.35,1205.0,53.3,2.3,95000.0,165000.0,7.095064377287131,3.9945242269398897,1.1939224684724346,12.013706813470414,11.461642696843066,2.1330729007701543
TANK,KARNATAKA,2020,28.0,5.5,7.7,805.0,18.4,17.65,22500.0,34000.0,6.692083742506628,2.9652730660692823,2.9258461460898246,10.434145214930487,10.021315031649332,2.345207879911715
TANK,KARNATAKA,2020,28.0,6.95,8.35,1765.5,12.5,0.21000000000000002,6700.0,26100.0,7.4767554667992,2.6026896854443837,0.19062035960864976,10.169728906753061,8.81001204797317,2.6362852652928135
TANK,KARNATAKA,2020,25.0,7.4,7.15,172.5,2.45,0.46499999999999997,15.0,54.0,5.156177599386914,1.2383742310432684,0.3818552424690306,4.007333185232471,2.772588722239781,2.7202941017470885
TANK,KARNATAKA,2020,25.5,5.2,7.75,1074.0,6.5,9.344999999999999,8700.0,47200.0,6.980075940561763,2.0149030205422647,2.3365033111975064,10.762170357789895,9.071193240566025,2.280350850198276
TANK,KARNATAKA,2020,25.5,3.45,7.85,1111.5,11.0,9.610000000000001,7815.0,82700.0,7.014365014040395,2.4849066497880004,2.361796952625892,11.322986972837104,8.96392819372262,1.857417562100671
TANK,KARNATAKA,2020,31.0,3.1999999999999997,6.95,904.5,59.0,6.38,600395.0,4604600.0,6.808487277323468,4.0943445622221,1.998773638612381,15.342566578966514,13.305344716494067,1.7888543819998317
TANK,KARNATAKA,2020,29.0,3.8,6.949999999999999,1299.0,8.0,5.83,6730.0,82700.0,7.170119543449628,2.1972245773362196,1.9213246735826988,11.322986972837104,8.814479000010714,1.9493588689617927
TANK,KARNATAKA,2020,27.0,4.5,6.8,549.5,7.25,2.25,8815.0,48700.0,6.310826956162734,2.1102132003465894,1.1786549963416462,10.793454842740767,9.084323531392696,2.1213203435596424
TANK,KARNATAKA,2020,22.5,2.9,7.3,1525.5,26.5,3.7300000000000004,85420.0,802700.0,7.330732812174933,3.3141860046725258,1.5539252025038417,13.595737569914332,11.355347251187153,1.70293863659264
TANK,KARNATAKA,2020,22.5,5.55,7.65,1266.0,11.5,5.405,55750.0,468000.0,7.144407180321139,2.5257286443082556,1.8570789353486976,13.056225711649638,10.928650626381225,2.355843797877949
TANK,KARNATAKA,2020,23.0,3.5,7.35,1762.0,23.0,7.63,55470.0,802700.0,7.47477218239787,3.1780538303479458,2.1552445050953364,13.595737569914332,10.923615640649537,1.8708286933869707
TANK,KARNATAKA,2020,25.0,3.4,6.85,1191.5,8.0,2.5,3750.0,31600.0,7.083807222762497,2.1972245773362196,1.252762968495368,10.360944044643913,8.229777750081887,1.8439088914585775
LAKE,KERALA,2020,27.5,1.75,7.0,358.0,6.25,0.06,600.0,1850.0,5.883322388488279,1.9810014688665833,0.05826890812397577,7.523481312573497,6.398594934535208,1.3228756555322954
LAKE,KERALA,2020,22.5,7.15,7.35,157.0,1.9500000000000002,0.7,70.0,280.0,5.062595033026967,1.0818051703517284,0.5306282510621704,5.638354669333745,4.2626798770413155,2.6739483914241875
LAKE,KERALA,2020,25.5,7.550000000000001,7.25,42.5,0.6000000000000001,0.030000000000000002,201.0,301.0,3.7727609380946383,0.47000362924573563,0.029558802241544405,5.71042701737487,5.308267697401205,2.7477263328068173
LAKE,KERALA,2020,28.0,5.9,7.4,671.5,2.95,0.39,750.0,1400.0,6.511002111475994,1.3737155789130306,0.3293037471426004,7.244941546337007,6.621405651764134,2.4289915602982237
LAKE,KERALA,2020,27.0,7.65,7.2,28.5,0.8500000000000001,0.055,62.0,82.0,3.3843902633457743,0.6151856390902335,0.05354076692802982,4.418840607796598,4.143134726391533,2.7658633371878665
