Water_Body_Type,State_Name,Year,Temperature,DO,pH,Conductivity,BOD,Nitrate_Nitrite,Fecal_Coliform,Total_Coliform,Conductivity_log,BOD_log,Nitrate_Nitrite_log,Total_Coliform_log,Fecal_Coliform_log,DO_sqrt,BOD_Temp,BOD_Conductivity,Nitrate_Temp,BOD_Temp_log,BOD_Conductivity_log,Is_Monsoon
LAKE,GOA,2017,31.5,6.949999999999999,6.8,244.5,5.45,0.095,12100.0,17725.0,5.503296947234575,1.864080130807681,0.09075436326846414,9.782787767298343,9.401043372798053,2.6362852652928135,171.675,1332.525,2.9925,5.151411214975036,7.195581091102877,1
LAKE,GOA,2017,28.75,3.9,7.1,334.5,6.55,5.785,44500.0,73000.0,5.815621956411737,2.0215475632609334,1.9147142932868324,11.19822841866684,10.703266939811954,1.9748417658131499,188.3125,2190.975,166.31875,5.243399088787456,7.692558242893378,1
LAKE,GOA,2017,31.5,6.25,6.6,336.0,5.65,0.74,4015.0,6615.0,5.820082930352362,1.8946168546677629,0.5538851132264376,8.797246236703527,8.298041661371565,2.5,177.97500000000002,1898.4,23.31,5.187246131282249,7.549293325808852,1
LAKE,GUJARAT,2017,31.5,7.9,8.75,2893.5,58.5,0.3,28.5,294.0,7.970567663519059,4.085976312551584,0.262364264467491,5.68697535633982,3.3843902633457743,2.8106938645110393,1842.75,169269.75,9.45,7.5195568200881295,12.03925478296437,1
LAKE,GUJARAT,2017,27.5,5.35,8.15,446.0,18.0,0.3,49.5,299.0,6.102558594613569,2.9444389791664403,0.262364264467491,5.703782474656201,3.9219733362813143,2.3130067012440754,495.0,8028.0,8.25,6.206575926724928,8.990815266184685,1
LAKE,GUJARAT,2017,26.0,8.25,7.85,286.5,0.6000000000000001,0.47000000000000003,3.0,12.5,5.661222860237405,0.47000362924573563,0.38526240079064494,2.6026896854443837,1.3862943611198906,2.8722813232690143,15.600000000000001,171.90000000000003,12.22,2.8094026953624978,5.152713392689245,1
LAKE,GUJARAT,2017,28.5,3.55,7.35,3175.0,1.65,0.5900000000000001,15.0,37.0,8.063377822367027,0.9745596399981308,0.4637340162321402,3.6375861597263857,2.772588722239781,1.8841443681416772,47.025,5238.75,16.815,3.8717217086546203,8.56402906625327,1
LAKE,GUJARAT,2017,29.5,6.2,7.800000000000001,1568.5,72.5,3.2550000000000003,26.5,46.5,7.358512376282008,4.297285406218791,1.4480947620253377,3.8607297110405954,3.3141860046725258,2.4899799195977463,2138.75,113716.25,96.02250000000001,7.668444278761719,11.641470383270642,1
LAKE,GUJARAT,2017,25.5,5.65,7.7,640.0,7.45,0.195,5.5,13.0,6.46302945692067,2.134166441369082,0.178146185383474,2.6390573296152584,1.8718021769015913,2.3769728648009427,189.975,4768.0,4.9725,5.252142529427424,8.469891918298224,1
LAKE,GUJARAT,2017,24.0,10.35,7.35,1170.0,55.55,0.18,7.5,18.0,7.065613363597717,4.03512520256213,0.16551443847757338,2.9444389791664403,2.1400661634962708,3.2171415884290826,1333.1999999999998,64993.5,4.32,7.196087140275415,11.082057929913075,1
LAKE,GUJARAT,2017,29.5,5.65,8.1,123.0,0.75,0.28,4.0,16.0,4.820281565605037,0.5596157879354227,0.2468600779315258,2.833213344056216,1.6094379124341003,2.3769728648009427,22.125,92.25,8.260000000000002,3.140914283398489,4.535284058523925,1
LAKE,GUJARAT,2017,28.5,7.199999999999999,7.9,338.0,2.1,0.06,4.5,17.5,5.82600010738045,1.1314021114911006,0.05826890812397577,2.917770732084279,1.7047480922384253,2.6832815729997477,59.85,709.8000000000001,1.71,4.108411819433536,6.566391096280497,1
LAKE,GUJARAT,2017,28.5,7.45,8.3,999.5,1.1,0.165,15.5,37.5,6.908255154023788,0.7419373447293773,0.1527210870176639,3.6506582412937387,2.803360380906535,2.7294688127912363,31.35,1099.45,4.702500000000001,3.4766140209469096,7.003474466040681,1
LAKE,GUJARAT,2017,30.0,6.75,7.75,388.0,1.45,0.46,45.5,79.0,5.963579343618446,0.8960880245566356,0.3784364357202451,4.382026634673881,3.8394523125933104,2.598076211353316,43.5,562.6,13.8,3.7954891891721947,6.334344780024526,1
LAKE,GUJARAT,2017,26.0,6.7,7.5,699.5,2.95,0.085,7.0,14.0,6.551794365777062,1.3737155789130306,0.08157998699242289,2.70805020110221,2.0794415416798357,2.588435821108957,76.7,2063.525,2.21,4.3528552573736015,7.632655454722431,1
LAKE,GUJARAT,2017,30.0,6.55,7.8,1357.0,2.2,0.345,2.0,2.0,7.213768308118642,1.1631508098056809,0.2963940130538024,1.0986122886681098,1.0986122886681098,2.5592967784139455,66.0,2985.4,10.35,4.204692619390966,8.001823927600373,1
LAKE,GUJARAT,2017,30.5,10.35,7.75,473.0,1.7000000000000002,0.45,15.0,40.5,6.161207321695077,0.9932517730102834,0.37156355643248307,3.7256934272366524,2.772588722239781,3.2171415884290826,51.85000000000001,804.1000000000001,13.725,3.967457712316247,6.690966493305935,1
LAKE,GUJARAT,2017,28.5,3.8000000000000003,7.6,1828.5,5.85,6.255000000000001,6.5,15.5,7.511797984459261,1.9242486522741338,1.9816908863361513,2.803360380906535,2.0149030205422647,1.949358868961793,166.725,10696.724999999999,178.2675,5.122325733448951,9.277786381021407,1
LAKE,GUJARAT,2017,28.0,5.55,8.75,2728.0,37.0,0.265,16.0,98.0,7.911690520708339,3.6375861597263857,0.23507212217948356,4.59511985013459,2.833213344056216,2.355843797877949,1036.0,100936.0,7.42,6.9440872082295275,11.522251838826472,1
LAKE,GUJARAT,2017,28.0,3.6500000000000004,8.05,729.0,4.6,0.29,9.5,30.5,6.593044534142437,1.7227665977411035,0.2546422183735807,3.449987545831587,2.3513752571634776,1.91049731745428,128.79999999999998,3353.3999999999996,8.12,4.86599480426999,8.118028195856553,1
POND,GUJARAT,2017,29.5,6.05,7.6,716.5,1.55,0.06,37.0,135.5,6.5757729476337765,0.9360933591703349,0.05826890812397577,4.916324614625014,3.6375861597263857,2.4596747752497685,45.725,1110.575,1.77,3.8442793533416264,7.013533207511088,1
POND,GUJARAT,2017,28.0,6.7,6.6,439.0,1.5999999999999999,0.06,279.5,291.5,6.0867747269123065,0.9555114450274363,0.05826890812397577,5.678464666671911,5.636573724962751,2.588435821108957,44.8,702.4,1.68,3.824284091120139,6.555925720039882,1
TANK,GUJARAT,2017,28.0,7.1,7.8500000000000005,321.5,17.5,28.25,36.0,90.5,5.776103136235827,2.917770732084279,3.3758795736778655,4.516338972281476,3.6109179126442243,2.6645825188948455,490.0,5626.25,791.0,6.19644412779452,8.635376147093949,1
LAKE,HARYANA,2017,26.0,7.25,7.8500000000000005,361.0,1.7999999999999998,0.025,960.0,4620.0,5.8916442118257715,1.0296194171811581,0.0246926125903715,8.438366410870266,6.8679744089702925,2.692582403567252,46.8,649.8,0.65,3.86702563949741,6.478202375344883,1
LAKE,HARYANA,2017,26.0,7.300000000000001,7.6499999999999995,423.5,3.7,0.025,700.0,3640.0,6.050912005751402,1.547562508716013,0.0246926125903715,8.200013648175434,6.55250788703459,2.701851217221259,96.2,1566.95,0.65,4.576770711466393,7.3575243126468255,1
LAKE,HIMACHAL PRADESH,2017,17.0,8.8,8.0,374.0,0.6000000000000001,0.53,73.5,570.0,5.926926025970411,0.47000362924573563,0.4252677354043441,6.3473892096560105,4.310799125385514,2.9664793948382653,10.200000000000001,224.40000000000003,9.01,2.415913778301049,5.417876601605676,1
LAKE,HIMACHAL PRADESH,2017,16.75,7.4,7.9,262.0,0.6000000000000001,0.745,9.0,225.0,5.572154032177765,0.47000362924573563,0.5567545556543905,5.420534999272286,2.302585092994046,2.7202941017470885,10.05,157.20000000000002,12.47875,2.402430427963762,5.063860055333554,1
LAKE,HIMACHAL PRADESH,2017,18.5,6.5,7.2,802.5,1.9,0.495,56.0,48.0,6.688977185177567,1.0647107369924282,0.40212620684264977,3.8918202981106265,4.04305126783455,2.5495097567963922,35.15,1524.75,9.1575,3.5876769486047735,7.330241371424604,1
LAKE,HIMACHAL PRADESH,2017,21.0,7.15,7.699999999999999,239.0,12.0,0.895,152.0,1070.0,5.480638923341991,2.5649493574615367,0.6392188385343897,6.976348070447749,5.030437921392435,2.6739483914241875,252.0,2868.0,18.795,5.53338948872752,7.9617188159813645,1
LAKE,HIMACHAL PRADESH,2017,14.0,6.1,7.25,101.0,5.4,0.765,27.5,745.0,4.624972813284271,1.8562979903656263,0.56815069038526,6.61472560020376,3.349904087274605,2.4698178070456938,75.60000000000001,545.4000000000001,10.71,4.338597076746546,6.30335130825658,1
LAKE,KARNATAKA,2017,31.5,7.0,8.350000000000001,538.0,5.5,1.275,39665.0,271545.0,6.289715570908998,1.8718021769015913,0.8219800524029137,12.511886833102244,10.588249676561633,2.6457513110645907,173.25,2959.0,40.162499999999994,5.160491049640633,7.992944547318106,1
LAKE,KARNATAKA,2017,25.0,5.2,8.0,1046.0,3.85,3.02,1015.0,4200.0,6.953684210870537,1.5789787049493917,1.3912819026309295,8.343077871169383,6.923628628138427,2.280350850198276,96.25,4027.1,75.5,4.577284982498556,8.301050079746773,1
LAKE,KARNATAKA,2017,26.5,3.9,7.8,1871.5,15.65,0.74,1850.0,5850.0,7.535029715391374,2.8124102164264526,0.5538851132264376,8.674367865788236,7.523481312573497,1.9748417658131499,414.725,29288.975000000002,19.61,6.030023983973978,10.285000586287786,1
LAKE,KARNATAKA,2017,28.0,6.35,8.45,738.0,6.5,0.44000000000000006,1310.0,5450.0,6.6052979209482015,2.0149030205422647,0.3646431135879093,8.603554357064281,7.1785454837637,2.5199206336708304,182.0,4797.0,12.320000000000002,5.209486152841421,8.47595444339964,1
LAKE,KARNATAKA,2017,27.0,2.1500000000000004,7.8,964.0,17.2,2.165,3000.0,7350.0,6.872128101338986,2.9014215940827497,1.1521530555961395,8.902591637374087,8.006700845440367,1.466287829861518,464.4,16580.8,58.455,6.142897250868192,9.716060987332169,1
LAKE,KARNATAKA,2017,29.5,2.3,7.9,987.0,17.6,1.92,2200.0,7350.0,6.895682697747868,2.9231615807191558,1.0715836162801904,8.902591637374087,7.696667081526462,1.51657508881031,519.2,17371.2,56.64,6.254213353014551,9.762626506367626,1
LAKE,KARNATAKA,2017,28.0,4.55,8.5,822.0,9.9,0.39,1615.0,5500.0,6.71295620067707,2.388762789235098,0.3293037471426004,8.612685172875459,7.38770923908104,2.1330729007701543,277.2,8137.8,10.92,5.6283402794893425,9.004398027981749,1
LAKE,KARNATAKA,2017,28.0,5.1,8.55,789.0,7.4,0.42,1510.0,5450.0,6.672032945461067,2.128231705849268,0.3506568716131694,8.603554357064281,7.32052696227274,2.258317958127243,207.20000000000002,5838.6,11.76,5.338499156180869,8.672417580325824,1
LAKE,KARNATAKA,2017,23.5,5.95,7.05,441.0,4.5,4.095,2555.0,11910.0,6.091309882077698,1.7047480922384253,1.628259666674688,9.385217621880901,7.846198815497425,2.4392621835300936,105.75,1984.5,96.23249999999999,4.670489652108734,7.593626050571306,1
LAKE,KARNATAKA,2017,28.0,4.35,7.25,457.0,13.5,2.44,245395.0,546740.0,6.126869184114185,2.6741486494265287,1.235471471385307,13.211730477498183,12.410628511207603,2.085665361461421,378.0,6169.5,68.32,5.937536205082426,8.727535150893239,1
LAKE,KARNATAKA,2017,31.5,7.0,8.100000000000001,498.0,5.5,1.205,39635.0,271545.0,6.212606095751519,1.8718021769015913,0.7907275088988094,12.511886833102244,10.58749307517879,2.6457513110645907,173.25,2739.0,37.9575,5.160491049640633,7.9157131993821155,1
LAKE,KARNATAKA,2017,29.5,4.0,7.05,3188.5,34.3,6.85,170500.0,1794500.0,8.06761944368201,3.563882963939251,2.060513531794317,14.400237546827933,12.046496440791149,2.0,1011.8499999999999,109365.54999999999,202.075,6.920523418259815,11.602460363532572,1
LAKE,KARNATAKA,2017,30.5,3.35,8.75,1269.0,24.5,5.55,1779500.0,8774000.0,7.146772179452637,3.2386784521643803,1.8794650496471605,15.987303474681392,14.391843545887832,1.8303005217723127,747.25,31090.5,169.275,6.617737146732808,10.344689748913716,1
LAKE,KARNATAKA,2017,29.0,4.0,7.6,1549.5,25.0,2.625,651100.0,1747050.0,7.346332738540504,3.258096538021482,1.2878542883066382,14.373439781592207,13.38642005508616,2.0,725.0,38737.5,76.125,6.587550014824796,10.56458921654177,1
LAKE,KARNATAKA,2017,28.0,5.449999999999999,8.1,803.5,7.0,1.48,245165.0,706740.0,6.690220966432438,2.0794415416798357,0.9082585601768908,13.468419541127389,12.40969081111321,2.33452350598575,196.0,5624.5,41.44,5.2832037287379885,8.635065112011127,1
LAKE,KARNATAKA,2017,28.0,5.75,8.0,1052.0,6.5,1.5,105245.0,876740.0,6.959398512133975,2.0149030205422647,0.9162907318741551,13.68396690276582,11.564055746071835,2.3979157616563596,182.0,6838.0,42.0,5.209486152841421,8.830396801098097,1
LAKE,KARNATAKA,2017,29.0,5.75,7.1,1081.0,45.0,2.0,2700.0,14100.0,6.9865664594064265,3.828641396489095,1.0986122886681098,9.55400099583723,7.901377353792616,2.3979157616563596,1305.0,48645.0,58.0,7.174724309836376,10.792324864295571,1
LAKE,KARNATAKA,2017,28.5,3.95,7.4,1158.5,8.25,8.0,396350.0,2727400.0,7.055744156695586,2.224623551524334,2.1972245773362196,14.81885969905536,12.8900554612847,1.9874606914351791,235.125,9557.625,228.0,5.464361325821674,9.165199167249261,1
LAKE,KARNATAKA,2017,28.0,4.0,7.7,1185.0,8.3,1.65,860700.0,2718600.0,7.078341579557671,2.2300144001592104,0.9745596399981308,14.815627967719603,13.6655024524819,2.0,232.40000000000003,9835.5,46.199999999999996,5.452753719852455,9.19385523571632,1
LAKE,KARNATAKA,2017,29.0,4.6,7.6,782.0,12.45,5.37,166650.0,550450.0,6.663132695990803,2.598979106047848,1.851599469584072,13.21849322119233,12.023657084317943,2.1447610589527217,361.04999999999995,9735.9,155.73,5.891782323834829,9.18367807082229,1
LAKE,KARNATAKA,2017,27.15,3.85,7.75,875.0,10.5,1.85,60700.0,862710.0,6.775366090936392,2.4423470353692043,1.0473189942805592,13.667835035649894,11.013715451376466,1.9621416870348585,285.075,9187.5,50.2275,5.656254014203778,9.125707981135479,1
LAKE,KARNATAKA,2017,27.05,5.1,7.4,802.0,7.5,2.15,395350.0,861105.0,6.688354713946762,2.1400661634962708,1.1474024528375417,13.665972888491824,12.8875292569002,2.258317958127243,202.875,6015.0,58.1575,5.317507060941178,8.702177865629675,1
LAKE,KARNATAKA,2017,27.0,5.95,7.55,1064.0,6.25,7.65,245135.0,861105.0,6.970730078143525,1.9810014688665833,2.157559320943788,13.665972888491824,12.409568437555535,2.4392621835300936,168.75,6650.0,206.55,5.1343267664388055,8.802522498284421,1
LAKE,KARNATAKA,2017,27.1,4.55,7.6,927.0,72.5,4.5,396650.0,2715450.0,6.833031732786201,4.297285406218791,1.7047480922384253,14.814468611735219,12.890812079841304,2.1330729007701543,1964.75,67207.5,121.95,7.583629130871626,11.115555006607535,1
LAKE,KARNATAKA,2017,28.5,3.1,6.9,1414.0,72.5,6.04,1660500.0,4010000.0,7.254884810077338,4.297285406218791,1.951608170169951,15.20430204865928,14.322629922027001,1.760681686165901,2066.25,102515.0,172.14000000000001,7.633974500602276,11.53777416293962,1
LAKE,KARNATAKA,2017,28.5,6.85,7.3,976.0,7.0,4.83,350850.0,710450.0,6.884486652042782,2.0794415416798357,1.763017000362401,13.47365525862382,12.768116910897264,2.6172504656604803,199.5,6832.0,137.655,5.300814246746624,8.829519094780778,1
LAKE,KARNATAKA,2017,30.0,6.75,8.2,1185.5,14.0,5.96,245850.0,2713950.0,7.078763075875818,2.70805020110221,1.9401794743463283,14.81391606468191,12.412480940352658,2.598076211353316,420.0,16597.0,178.8,6.042632833682381,9.717037485158393,1
LAKE,KARNATAKA,2017,29.0,4.45,7.95,1622.0,20.25,3.59,39555.0,65600.0,7.392031567514591,3.056356895370426,1.5238800240724537,11.091346218718432,10.585472668389881,2.1095023109728985,587.25,32845.5,104.11,6.377152027607472,10.39960047333538,1
LAKE,KARNATAKA,2017,29.0,3.7,8.0,1008.5,14.0,2.675,7110.0,272740.0,6.9172104377528925,2.70805020110221,1.3015531326648,12.516277905900667,8.869398159883518,1.9235384061671346,406.0,14119.0,77.57499999999999,6.008813185442595,9.555347511047232,1
